22	11	63	55	9
14	73	43	88	18
78	62	42	74	22
21	1	69	45	51
33	22	28	83	36
63	87	32	73	39
46	19	4	54	37
7	34	65	73	26
24	55	36	50	15
76	21	71	30	59
63	21	49	74	80
37	64	75	59	61
85	88	28	20	5
52	22	5	67	2
69	49	29	78	71
75	73	21	50	12
13	26	90	10	20
44	85	49	60	15
73	20	50	25	47
73	78	80	47	33
18	12	71	52	38
41	63	82	68	84
1	86	10	89	63
76	44	85	52	60
68	19	52	28	44
61	66	65	31	39
88	29	36	89	3
34	61	48	60	87
27	61	9	46	24
44	73	88	39	71
41	56	83	14	88
21	67	80	22	84
79	10	73	84	15
64	33	57	82	45
47	38	88	71	59
29	82	27	84	14
60	68	20	6	84
9	28	2	12	39
12	60	34	87	8
32	26	61	36	90
11	88	90	27	54
75	16	30	88	56
65	7	69	90	76
4	36	42	7	50
20	63	89	73	75
20	81	43	17	70
86	39	17	24	47
55	76	15	59	62
78	39	75	24	26
73	21	86	32	66
28	53	72	90	56
2	62	67	60	34
90	79	6	23	33
10	57	33	44	22
70	27	90	64	81
73	44	74	12	37
63	76	70	74	15
83	74	88	54	5
82	69	5	43	14
88	60	56	68	26
36	63	9	18	47
65	33	41	68	78
1	58	48	88	30
82	13	33	88	25
49	29	53	9	47
88	47	32	87	35
84	5	32	14	3
55	2	28	81	80
82	18	5	89	87
26	2	37	41	44
80	61	16	36	47
24	66	42	34	46
88	63	37	38	43
43	48	11	36	7
62	63	9	54	46
53	8	30	85	84
68	31	42	74	21
12	19	63	52	30
40	75	58	48	14
51	31	11	75	35
56	74	80	41	83
48	3	78	53	71
71	16	5	26	41
51	21	61	22	79
84	76	56	23	35
71	40	7	61	50
33	22	88	53	35
75	76	27	50	82
61	76	65	39	48
53	17	50	86	27
72	44	86	59	29
31	13	11	88	69
22	17	9	49	51
63	34	40	26	21
84	43	46	2	51
71	53	26	13	38
42	75	62	49	18
20	23	42	68	67
1	83	90	24	19
29	41	90	80	1
83	36	40	32	76
54	67	86	21	89
33	85	45	31	55
61	21	55	72	49
27	10	50	28	34
55	20	24	90	13
43	36	52	48	86
29	47	5	27	84
78	36	14	82	23
34	56	12	36	19
48	14	72	35	28
49	40	30	60	76
87	88	5	84	52
53	57	76	47	51
52	66	82	16	33
85	41	49	5	47
63	22	16	32	53
46	45	25	21	84
79	18	81	37	13
3	1	44	85	9
37	7	87	66	6
76	64	17	15	39
2	50	48	37	63
55	22	21	86	72
68	52	31	17	58
39	71	30	68	70
83	46	48	25	3
45	61	22	1	67
21	2	72	67	85
6	26	18	74	82
25	15	68	37	3
26	73	77	82	10
24	41	75	23	78
33	66	88	28	62
1	71	16	72	64
49	22	88	90	61
1	2	37	76	17
75	28	2	17	89
60	83	64	62	15
67	34	38	71	64
67	48	57	60	63
48	7	3	36	16
76	2	50	12	81
58	5	37	17	36
52	39	21	29	56
85	84	68	48	9
63	30	36	1	74
67	63	79	51	76
66	74	34	36	21
24	4	8	17	50
32	11	74	10	86
10	75	80	30	88
63	49	50	14	2
57	50	52	55	49
66	90	18	37	47
35	82	68	49	10
36	39	47	35	3
6	64	22	23	88
59	65	66	9	17
42	79	13	17	76
7	11	87	20	8
58	41	75	34	31
31	11	16	17	2
5	30	47	53	21
40	57	62	81	82
18	86	1	59	49
8	34	43	55	19
6	71	51	65	10
76	77	53	61	11
40	80	72	68	50
67	42	4	1	51
58	9	20	75	40
35	27	7	32	30
51	10	59	35	50
61	76	62	17	46
79	69	7	51	1
33	75	73	22	51
69	22	63	37	27
69	4	82	60	47
62	33	28	53	73
76	51	88	73	7
10	19	18	23	85
84	3	39	23	54
42	27	40	20	77
19	77	21	29	78
19	5	57	4	56
22	84	79	37	60
70	18	53	75	4
67	52	78	88	40
27	84	71	63	17
57	50	60	48	86
36	62	52	79	22
47	27	19	15	44
20	32	71	74	73
40	12	8	32	83
1	60	75	30	62
19	81	10	86	70
2	64	89	61	41
1	53	90	3	40
56	67	38	51	52
15	73	90	25	9
75	46	83	39	88
81	4	18	52	74
77	76	90	51	71
58	66	72	7	37
49	28	10	90	79
48	78	12	37	64
42	5	51	38	27
77	35	30	6	74
1	27	46	37	29
47	14	73	70	10
4	64	57	32	10
67	56	66	48	59
77	15	84	17	2
20	49	22	76	7
87	48	46	90	26
42	22	75	47	45
59	19	68	29	82
67	49	26	51	55
32	36	67	37	81
48	56	36	72	71
86	44	2	78	71
55	22	1	58	56
84	6	75	42	39
34	86	39	59	55
32	70	11	35	9
6	84	3	62	52
22	26	12	66	32
76	68	63	17	30
77	58	60	59	18
31	72	25	35	6
82	44	62	88	46
68	76	75	19	41
54	19	60	87	46
56	88	32	57	84
76	40	22	43	71
1	44	8	57	6
64	12	31	54	4
38	39	74	14	22
12	15	32	25	77
33	82	14	76	89
73	34	33	8	71
54	61	5	22	43
79	84	23	75	88
7	50	24	54	38
86	15	45	54	59
21	66	82	60	40
60	6	26	5	59
31	15	11	87	2
61	85	5	48	20
29	36	61	63	18
81	42	30	82	64
49	16	75	46	26
5	62	53	78	39
32	30	75	16	42
23	10	30	42	32
65	55	63	79	78
48	2	74	25	90
12	86	88	66	83
3	78	67	15	36
75	74	62	38	2
90	55	80	58	83
8	4	43	62	80
87	38	9	90	45
89	81	18	17	19
21	66	71	37	10
52	44	32	31	66
7	13	88	34	14
67	78	68	82	72
11	27	60	63	31
5	50	9	64	87
34	53	55	18	37
3	11	35	82	12
62	77	40	71	20
64	27	24	38	72
7	90	4	25	47
80	67	39	72	27
4	23	2	16	1
11	13	70	53	90
14	42	60	21	30
56	65	64	87	74
2	62	15	66	11
80	88	76	42	25
45	3	80	47	13
11	12	72	48	82
90	33	38	55	15
26	7	62	82	33
88	33	37	18	35
36	46	89	60	24
82	64	15	63	1
74	10	18	28	44
12	35	52	55	74
33	90	4	14	80
87	28	73	21	23
53	90	35	3	72
76	3	75	40	41
24	17	67	12	81
86	75	83	19	34
36	54	35	75	4
42	6	70	52	15
42	64	44	14	65
84	77	7	59	83
34	37	20	69	6
6	11	52	50	70
89	49	27	15	36
66	75	26	50	37
77	55	21	13	45
3	76	20	62	80
75	80	68	48	16
46	66	90	57	87
65	62	77	86	8
14	13	57	70	88
29	66	46	21	71
71	17	47	26	87
42	36	31	66	44
51	57	74	39	31
23	58	61	63	16
47	89	56	50	78
39	74	14	63	57
57	88	7	4	72
51	23	85	78	59
7	49	71	22	76
6	36	3	84	37
77	25	58	63	36
68	47	12	66	48
25	28	8	26	63
67	3	83	85	8
88	75	73	19	84
9	42	51	63	39
24	52	90	7	81
16	37	9	83	70
48	42	68	62	24
61	54	88	12	31
5	33	72	27	40
5	73	79	20	46
17	18	53	37	83
51	57	46	80	55
59	54	67	41	81
80	61	13	28	14
27	35	6	79	54
35	6	82	44	59
8	17	4	51	88
5	71	22	76	86
59	25	67	37	44
75	51	87	23	22
37	27	40	84	69
36	86	30	20	88
24	37	51	19	32
68	50	49	26	27
40	3	13	54	23
43	4	80	82	75
73	10	28	78	9
26	16	10	62	72
87	73	7	9	16
32	63	39	48	70
5	40	57	65	10
35	25	12	10	48
73	52	29	5	40
80	2	47	18	56
9	31	85	6	20
77	88	33	89	86
32	50	86	79	41
76	36	82	79	55
48	26	81	59	45
18	31	34	6	66
60	83	53	44	63
16	11	29	49	20
69	9	61	83	16
43	25	10	9	27
45	62	25	44	87
35	4	22	5	86
22	9	83	2	58
57	19	63	37	26
6	40	4	42	49
50	78	22	6	2
89	77	84	69	59
60	7	69	23	27
74	14	32	85	71
9	40	86	5	84
45	8	50	10	32
37	40	66	81	13
85	42	89	28	41
62	21	77	23	67
67	26	3	89	42
15	16	43	90	22
81	54	64	12	45
9	7	79	54	68
29	41	58	64	36
7	37	82	32	63
70	27	86	77	49
2	44	17	67	15
15	16	85	54	40
63	74	78	19	89
54	79	68	60	2
79	85	27	57	58
21	31	60	85	67
21	1	38	29	53
15	86	69	4	26
30	11	12	50	47
44	36	11	5	18
37	77	49	10	7
52	48	40	11	70
36	46	82	44	39
55	16	39	59	36
86	62	15	44	73
29	75	11	89	90
41	12	1	33	5
83	42	60	79	5
72	75	53	19	77
30	86	40	78	74
70	30	17	48	76
20	4	52	47	10
11	36	46	16	63
46	89	73	17	23
88	46	81	57	66
40	43	59	25	26
54	14	3	16	69
34	21	84	16	20
36	11	64	81	61
17	6	67	1	79
82	46	12	13	15
79	53	63	25	29
12	30	24	39	60
48	36	6	24	32
80	11	4	32	20
46	84	64	43	62
14	23	18	69	77
44	13	36	39	3
72	63	31	57	19
43	84	11	54	64
78	66	46	63	34
13	67	73	26	71
13	68	76	3	6
82	32	60	42	51
35	18	79	62	19
49	29	38	12	89
90	27	26	28	64
85	48	12	65	15
57	17	14	40	55
88	90	74	78	61
79	65	29	74	69
42	61	37	84	50
64	5	33	85	28
69	13	30	9	61
4	83	8	9	69
48	26	14	19	9
50	51	48	40	83
23	57	47	81	43
59	62	49	19	63
30	71	61	50	42
24	44	16	86	52
10	87	44	68	77
66	67	16	41	80
39	65	56	52	7
34	43	84	18	33
56	3	84	8	78
51	26	65	19	87
1	77	9	41	82
81	87	64	12	75
51	24	35	75	17
8	48	11	70	22
15	40	48	32	69
36	24	44	19	47
44	19	6	48	35
61	83	52	80	75
52	58	7	71	44
64	63	80	1	24
50	14	57	46	16
41	35	23	45	67
46	7	19	4	30
7	40	78	29	38
32	9	72	39	18
42	3	32	69	79
77	59	41	83	34
61	78	17	71	45
56	32	37	77	83
18	22	62	47	36
71	72	54	77	70
41	57	28	1	11
39	7	70	90	67
25	83	77	60	66
27	21	4	32	30
13	87	48	74	42
7	69	26	62	40
77	53	35	79	71
86	28	70	38	37
47	37	35	53	40
80	52	43	19	90
53	73	85	2	65
37	61	39	78	42
31	69	13	39	9
53	25	86	20	19
80	22	19	82	54
30	65	73	77	46
47	31	30	61	44
63	40	33	80	18
44	52	20	53	82
21	80	14	61	42
35	31	81	51	50
83	90	14	68	84
55	28	83	54	71
29	16	40	72	35
7	73	79	50	85
36	69	15	85	66
46	70	26	87	7
64	12	15	52	18
48	68	75	22	10
5	7	6	62	81
67	76	11	88	63
63	47	46	40	5
12	24	61	73	53
89	14	22	86	84
1	21	62	33	31
58	38	57	31	7
43	65	30	64	57
66	61	69	35	52
6	48	23	90	5
77	22	35	1	3
30	83	9	4	63
30	74	42	45	34
12	41	45	53	37
32	24	88	71	78
41	60	89	31	43
55	28	32	54	29
79	45	66	53	22
48	38	39	61	55
26	25	45	3	87
85	62	3	26	18
88	15	69	87	59
48	61	2	60	37
47	29	77	38	87
19	75	13	74	65
7	27	20	41	32
11	83	57	24	4
43	29	16	88	72
83	73	47	72	65
76	51	29	60	36
62	9	38	36	85
74	69	37	86	38
2	11	3	13	32
88	63	37	38	56
81	57	36	50	27
34	48	47	21	30
4	29	75	30	42
13	32	81	36	20
90	89	25	41	84
2	22	41	87	29
21	62	5	23	17
43	49	86	38	16
63	24	78	12	30
7	28	53	24	22
30	52	53	55	41
23	80	37	89	79
7	35	57	82	27
24	88	60	13	61
72	39	67	36	63
51	5	13	44	28
28	71	67	78	56
42	31	23	5	39
42	29	74	81	11
2	37	87	27	26
41	89	19	60	73
52	53	11	25	87
56	18	34	64	35
13	20	26	23	6
35	79	43	5	53
32	82	31	33	14
53	28	36	11	14
85	23	57	29	53
78	88	76	71	55
60	10	56	75	68
53	11	21	35	39
6	34	75	58	13
29	13	89	20	68
53	84	25	6	29
60	67	73	57	52
1	48	64	66	53
51	32	43	90	76
26	24	6	28	52
81	2	52	38	1
2	22	28	10	8
33	21	28	87	61
69	72	76	74	11
33	47	88	1	49
26	43	39	5	1
71	34	48	39	36
37	5	76	84	78
15	7	6	11	79
31	75	36	18	41
11	80	59	21	69
42	50	85	78	32
34	90	6	61	28
75	61	41	81	34
39	58	79	7	85
14	37	34	57	72
58	3	65	9	28
25	12	77	51	19
69	89	46	26	12
3	52	67	54	22
89	54	1	27	55
44	25	47	16	27
40	29	70	13	58
9	43	40	46	76
73	75	17	1	57
35	73	39	69	88
45	47	53	51	80
5	77	63	87	83
18	17	85	5	51
19	78	30	24	75
23	78	14	24	56
50	14	4	24	69
80	53	64	40	28
4	59	55	46	61
59	86	44	85	11
38	80	11	17	47
37	66	12	60	15
26	41	37	85	66
10	85	87	12	21
18	36	42	39	65
1	9	80	2	66
10	30	56	54	53
49	88	19	26	6
77	35	5	49	79
19	13	54	72	34
21	34	68	65	78
23	76	57	3	18
56	13	81	87	88
42	9	77	17	16
27	84	48	39	73
18	42	37	81	29
47	75	87	42	72
31	77	1	66	23
44	48	29	55	25
16	40	20	36	27
21	7	14	5	49
42	81	65	35	53
39	7	90	48	59
66	85	65	2	5
73	2	4	21	74
37	13	20	9	47
22	28	78	20	43
49	58	29	7	28
49	3	57	84	17
25	32	62	12	61
88	58	87	63	34
37	6	80	16	77
21	7	90	87	45
31	17	87	16	76
54	64	29	38	42
61	49	40	12	27
34	81	38	39	9
47	78	3	50	29
84	73	22	89	20
29	24	61	64	69
86	29	80	32	53
4	84	33	3	32
6	29	30	4	66
32	79	62	65	25
51	49	82	14	72
16	28	53	71	26
30	58	77	66	61
23	83	65	24	39
42	32	65	63	8
64	59	63	34	35
66	25	71	22	44
23	80	70	15	83
55	46	21	31	87
79	13	23	59	29
17	71	60	58	73
46	77	5	7	15
71	42	90	83	80
57	19	31	89	47
65	56	50	75	57
32	9	84	83	29
67	8	50	19	66
68	51	48	37	60
69	57	4	24	50
56	19	59	38	69
48	1	60	45	86
10	56	19	67	9
57	11	72	9	64
71	30	53	70	82
20	76	24	60	61
2	51	64	62	47
33	78	54	62	20
57	2	66	43	38
64	28	34	4	21
47	46	40	25	5
36	66	32	65	27
87	49	16	38	39
54	58	76	55	1
63	8	86	27	11
83	57	62	68	45
66	19	34	46	7
73	35	74	63	48
81	31	43	18	38
18	52	21	64	30
42	81	37	14	7
84	43	79	53	36
86	38	90	58	24
47	71	65	18	57
34	83	44	28	24
90	87	66	65	32
65	48	36	37	76
70	81	32	47	31
22	52	64	30	15
60	61	31	47	48
82	67	29	38	57
41	55	90	88	34
3	22	79	34	78
41	80	46	27	39
60	49	7	58	79
75	50	19	78	66
29	74	70	19	48
25	42	26	23	90
6	47	39	38	68
33	57	81	37	64
53	27	28	71	66
1	17	76	21	47
46	35	52	51	59
44	6	66	62	79
3	26	74	50	67
73	76	51	20	83
33	84	62	9	21
61	85	19	67	53
48	45	36	6	49
34	22	72	35	33
14	80	67	57	88
50	12	43	20	14
31	44	18	89	43
34	49	18	55	4
72	68	15	23	5
63	89	29	9	11
33	88	28	77	50
53	79	22	29	5
61	63	5	23	90
2	81	1	59	52
23	18	30	48	50
78	33	26	23	40
28	14	21	81	58
35	85	31	57	8
27	19	54	59	41
59	68	80	88	70
88	28	64	83	25
90	51	81	43	24
19	48	30	62	73
27	5	11	61	25
26	15	49	77	90
36	79	27	20	74
9	3	49	1	53
10	35	76	74	53
66	48	38	4	86
26	39	62	75	73
81	79	5	56	40
64	10	72	69	55
84	80	73	35	46
54	65	22	48	61
79	17	89	47	72
6	45	44	26	61
12	20	4	66	51
50	36	80	15	8
36	70	82	40	14
16	66	50	18	81
73	60	19	50	51
16	6	66	78	61
76	81	30	45	73
24	37	58	25	1
18	41	62	67	43
4	61	80	58	73
60	59	32	44	3
67	87	51	76	90
11	34	53	38	55
34	42	61	75	62
6	21	84	3	32
49	75	78	64	1
42	74	78	65	19
51	56	82	9	57
46	20	61	17	18
82	90	43	56	18
14	50	47	7	42
81	13	4	41	51
72	70	82	88	29
63	62	70	72	53
42	17	70	53	88
68	36	52	67	51
25	88	8	4	34
74	32	12	31	15
53	71	29	83	30
55	57	33	13	35
90	2	3	26	48
30	45	77	71	50
60	38	21	22	11
31	20	73	49	10
55	59	8	45	52
79	24	66	62	22
40	14	3	12	45
56	64	67	38	58
23	12	66	85	11
10	18	4	78	74
72	57	71	65	22
52	14	27	39	73
45	74	38	59	6
28	79	58	76	53
34	84	80	90	50
54	75	87	76	18
25	50	78	59	40
32	34	45	4	9
83	29	15	37	62
6	88	4	20	65
22	49	24	66	28
69	34	60	21	1
13	46	56	57	22
3	40	6	71	89
67	88	75	35	58
72	62	40	90	43
55	34	16	15	51
39	33	64	32	80
41	31	20	81	88
51	2	46	55	6
66	28	32	15	55
17	19	65	56	70
46	13	38	73	2
39	48	65	25	64
67	57	81	58	78
34	79	22	32	51
51	13	29	24	72
6	63	85	84	25
88	38	8	2	7
64	54	8	28	15
49	6	10	7	63
7	70	44	3	88
65	31	26	83	34
69	59	64	84	39
19	30	73	46	13
46	29	31	2	27
21	31	16	88	69
30	31	68	19	83
81	26	53	51	48
61	55	42	77	10
81	30	66	41	86
80	71	23	31	58
26	71	78	36	24
42	46	73	62	11
9	58	76	39	22
59	46	20	69	9
15	3	56	12	85
28	27	32	83	64
73	51	88	61	69
84	4	44	3	46
64	60	80	62	20
27	51	33	62	72
15	8	5	56	67
16	46	25	31	75
60	21	86	36	15
53	42	43	25	37
80	64	12	70	72
57	50	84	51	20
50	47	43	34	55
16	74	29	30	21
23	22	42	12	37
8	64	36	19	83
62	29	44	82	46
46	33	66	90	48
37	42	56	45	54
26	30	55	21	44
3	13	90	39	44
24	43	84	48	85
69	6	9	12	25
42	15	9	32	68
90	6	73	40	19
9	21	10	32	42
67	45	32	40	18
23	9	68	43	86
54	90	9	45	76
75	2	37	40	11
25	79	57	49	7
61	73	29	13	3
18	3	83	21	79
79	29	68	83	72
88	28	39	37	14
16	87	63	22	1
30	80	16	69	84
21	38	29	37	10
47	30	9	56	72
8	9	66	49	52
84	74	14	59	44
73	45	11	68	4
66	53	27	13	36
88	75	58	19	77
34	33	76	58	79
22	55	67	78	70
10	57	80	46	58
85	50	88	87	46
56	66	57	46	30
79	78	9	10	35
35	16	25	29	42
53	14	49	8	80
89	33	72	19	87
77	48	29	87	19
66	61	70	87	19
34	86	80	27	4
83	63	57	74	19
73	54	30	90	40
30	38	69	15	72
2	57	89	61	49
86	58	1	73	34
21	3	17	81	84
16	25	45	40	46
22	68	15	16	35
10	52	86	88	6
34	71	8	58	66
55	51	54	42	63
44	19	75	6	31
45	50	20	54	5
54	33	89	2	37
56	10	88	60	23
48	57	32	89	11
48	42	60	85	58
52	66	59	60	47
48	75	62	26	40
75	79	40	31	77
49	66	8	4	76
67	72	21	79	87
26	59	76	43	22
37	89	81	83	11
3	53	30	87	40
16	48	82	17	47
35	6	48	65	19
65	50	80	32	5
79	81	58	89	78
5	75	22	8	66
42	71	64	81	11
47	46	70	7	48
31	33	41	26	25
79	7	28	33	24
54	41	31	33	73
32	50	8	81	4
34	28	73	25	41
14	19	47	55	23
60	47	77	58	22
21	90	70	40	15
13	66	55	8	69
88	72	55	75	14
21	63	87	86	84
66	25	39	86	70
90	43	16	56	1
70	55	4	16	72
37	12	9	79	86
22	53	61	17	67
77	28	23	29	85
78	23	61	86	67
80	12	2	68	39
54	21	2	24	71
13	48	18	57	7
36	10	21	33	82
13	19	46	84	2
24	8	31	81	58
34	25	76	89	26
90	15	10	26	39
52	45	62	21	38
89	3	34	38	50
27	30	3	80	54
41	38	76	43	35
84	56	17	13	30
46	39	81	12	76
34	55	35	45	28
14	5	61	49	74
29	6	79	37	62
30	29	9	63	19
9	4	73	75	64
2	83	63	67	31
4	40	77	9	87
26	6	84	72	9
59	41	71	67	20
9	63	43	8	69
49	59	82	47	68
32	72	49	34	70
9	32	24	2	90
54	58	66	20	68
20	36	34	1	59
73	43	38	33	81
88	59	67	1	89
10	7	17	49	71
38	10	69	9	7
21	64	55	81	79
53	30	43	62	41
68	55	65	80	79
71	76	68	21	11
1	59	11	29	19
38	43	50	80	40
26	37	7	13	62
89	20	23	46	50
10	34	76	25	58
22	64	89	36	24
53	60	81	72	31
37	83	84	64	33
9	58	24	65	78
56	54	42	60	63
78	47	40	70	74
41	18	11	81	35
7	48	28	62	68
70	41	32	3	85
69	11	82	42	86
34	49	67	13	77
58	2	60	8	30
75	69	7	25	32
8	20	84	14	46
46	17	89	3	19
79	86	58	36	17
53	7	17	47	73
73	85	76	8	70
81	35	49	33	23
83	82	67	9	31
10	67	28	78	15
1	74	85	43	34
74	61	9	49	37
39	27	44	45	6
59	20	68	43	85
70	25	75	47	58
17	64	88	19	1
41	33	71	74	10
10	54	70	69	73
63	81	61	42	77
3	74	10	52	63
66	67	22	42	13
59	75	87	4	83
28	45	26	72	76
55	40	24	71	23
71	34	46	51	78
28	5	77	88	12
54	47	4	23	80
60	37	21	14	61
39	44	58	59	56
75	14	56	47	15
81	31	89	35	62
28	8	73	51	41
42	87	71	49	39
57	19	9	2	71
21	12	43	71	51
70	64	63	82	37
90	36	9	79	67
71	64	40	57	83
53	51	48	86	81
8	3	80	45	63
36	52	13	74	28
89	33	63	11	20
17	44	23	62	50
47	44	48	7	21
69	22	74	57	7
44	45	42	80	73
71	12	19	13	34
60	25	12	57	30
3	20	81	86	80
8	26	25	52	24
13	35	12	48	28
22	16	75	67	38
7	67	90	88	43
21	72	27	37	18
9	74	78	69	42
86	17	83	66	32
13	78	15	2	6
53	52	84	5	28
90	27	29	17	22
41	13	88	40	79
76	18	51	83	35
65	73	84	10	85
56	14	60	40	46
75	60	79	62	21
4	86	10	69	50
6	45	81	31	32
45	2	52	88	82
42	43	27	51	37
23	46	40	79	74
57	74	44	9	37
49	61	19	40	88
10	46	83	3	7
75	3	42	88	77
24	44	6	19	21
65	18	21	50	43
52	8	46	2	58
86	37	54	67	60
37	36	41	4	31
78	41	58	87	12
72	56	82	22	61
9	44	6	22	2
40	18	20	23	63
17	66	20	81	69
24	37	89	65	76
69	62	47	12	37
26	9	24	75	69
29	67	86	80	85
81	28	71	84	80
29	56	12	18	22
34	46	33	7	81
71	50	48	8	81
70	25	86	6	32
9	62	82	73	15
60	1	56	57	20
88	48	75	28	68
78	17	83	88	10
45	10	56	79	20
71	68	56	57	13
22	45	60	17	24
73	68	84	48	83
16	37	85	48	22
70	59	49	57	42
31	63	14	18	49
12	74	59	28	55
72	83	74	40	20
68	90	65	82	72
68	77	43	41	11
53	52	81	31	34
88	31	64	84	61
3	1	52	87	13
37	86	72	63	5
61	5	40	24	74
29	31	63	68	8
49	86	29	41	10
41	26	54	8	87
11	69	21	60	48
56	87	32	24	50
18	86	53	80	61
2	74	41	11	13
37	76	11	13	71
10	76	84	5	18
30	36	79	19	24
76	88	52	73	44
9	36	35	85	21
64	46	22	88	32
86	90	6	58	68
47	10	44	62	40
2	28	35	48	39
20	57	14	22	35
87	54	29	34	12
66	8	54	12	75
38	23	63	48	76
86	3	30	37	60
8	65	6	18	80
28	74	71	52	9
28	43	5	31	19
42	79	47	36	29
80	87	25	70	90
48	30	80	14	34
65	78	86	69	3
73	21	79	48	54
63	73	65	79	78
48	40	72	34	6
62	29	17	25	18
39	70	23	5	18
30	57	62	90	88
36	56	33	85	14
80	64	13	61	29
68	51	58	7	49
54	61	53	40	28
66	85	86	50	73
74	34	56	31	33
72	19	63	46	79
75	42	5	81	13
85	14	43	9	32
78	29	68	17	49
1	81	38	26	51
